t_s,x,y,cross_track_mm,linear_speed_mps,angular_cmd_rps,path_yaw,target_yaw,yaw_error_rad,lqr_mode,k1,k2,e_y_raw_mm,e_y_rate_limited_mm,e_y_filtered_mm,e_theta_rad,omega_ff,omega_fb,omega_i,omega_before_limits,nearest_idx,lookahead_idx
1.611604,0.343624,2.006607,-0.856261,0.050000,-0.007828,2.442055,2.446750,-0.011340,1.000000,4.800000,0.950000,-0.856261,-0.856261,-0.891744,0.016035,0.000000,-0.010953,0.000000,-0.007828,20,81
1.666864,0.341694,2.008445,-1.019833,0.050000,-0.009898,2.442055,2.447636,-0.010649,1.000000,4.800000,0.950000,-1.019833,-1.019833,-1.007024,0.016230,0.000000,-0.010584,0.000000,-0.009898,21,82
1.722477,0.340681,2.009668,-1.302752,0.050000,-0.010740,2.442055,2.449129,-0.008648,1.000000,4.800000,0.950000,-1.302752,-1.302752,-1.273179,0.015721,0.000000,-0.008824,0.000000,-0.010740,22,83
1.778234,0.338638,2.011094,-1.078430,0.050000,-0.009749,2.442055,2.447991,-0.008891,1.000000,4.800000,0.950000,-1.078430,-1.078430,-1.097905,0.014827,0.000000,-0.008816,0.000000,-0.009749,22,83
1.833881,0.336015,2.012914,-0.782345,0.050000,-0.008979,2.442055,2.446365,-0.009502,1.000000,4.800000,0.950000,-0.782345,-0.782345,-0.813901,0.013813,0.000000,-0.009215,0.000000,-0.008979,23,84
1.889127,0.333967,2.014756,-0.873147,0.050000,-0.008965,2.442055,2.446859,-0.008675,1.000000,4.800000,0.950000,-0.873147,-0.873147,-0.867223,0.013479,0.000000,-0.008642,0.000000,-0.008965,24,85
1.944903,0.331570,2.016666,-0.791512,0.050000,-0.008767,2.442055,2.446412,-0.008741,1.000000,4.800000,0.950000,-0.791512,-0.791512,-0.799083,0.013097,0.000000,-0.008606,0.000000,-0.008767,25,86
2.000392,0.329676,2.017940,-0.546505,0.050000,-0.008629,2.442055,2.445051,-0.008771,1.000000,4.800000,0.950000,-0.546505,-0.546505,-0.571763,0.011766,0.000000,-0.008434,0.000000,-0.008629,26,87
2.055900,0.328205,2.019032,-0.435187,0.050000,-0.008483,2.442055,2.444426,-0.007957,1.000000,4.800000,0.950000,-0.435187,-0.435187,-0.448845,0.010327,0.000000,-0.007657,0.000000,-0.008483,27,88
2.111470,0.327552,2.021011,-1.528462,0.050000,-0.007953,2.442055,2.450461,-0.001838,1.000000,4.800000,0.950000,-1.528462,-1.528462,-1.420500,0.010244,0.000000,-0.002914,0.000000,-0.007953,27,88
2.167034,0.324806,2.023824,-1.913068,0.050000,-0.004795,2.442055,2.452457,-0.000002,1.000000,4.800000,0.950000,-1.913068,-1.913068,-1.863811,0.010403,0.000000,-0.000937,0.000000,-0.004795,29,90
2.222604,0.321486,2.026375,-1.727695,0.050000,-0.001813,2.442055,2.451510,-0.000866,1.000000,4.800000,0.950000,-1.727695,-1.727695,-1.741306,0.010320,0.000000,-0.001446,0.000000,-0.001813,30,91
2.278133,0.318163,2.028002,-0.832749,0.050000,-0.000980,2.442055,2.446627,-0.004870,1.000000,4.800000,0.950000,-0.832749,-0.832749,-0.923604,0.009442,0.000000,-0.004537,0.000000,-0.000980,31,92
2.333737,0.316503,2.029360,-0.802719,0.050000,-0.002962,2.442055,2.446442,-0.004217,1.000000,4.800000,0.950000,-0.802719,-0.802719,-0.814807,0.008603,0.000000,-0.004262,0.000000,-0.002962,32,93
2.389271,0.315070,2.030738,-0.934598,0.050000,-0.004154,2.442055,2.447134,-0.003226,1.000000,4.800000,0.950000,-0.934598,-0.934598,-0.922619,0.008305,0.000000,-0.003461,0.000000,-0.004154,33,94
2.444883,0.313596,2.032421,-1.273145,0.050000,-0.003979,2.442055,2.449058,-0.001586,1.000000,4.800000,0.950000,-1.273145,-1.273145,-1.238093,0.008589,0.000000,-0.002216,0.000000,-0.003979,33,94
2.500388,0.311636,2.034186,-1.361685,0.050000,-0.002877,2.442055,2.449530,-0.001320,1.000000,4.800000,0.950000,-1.361685,-1.361685,-1.349326,0.008795,0.000000,-0.001879,0.000000,-0.002877,34,95
2.555992,0.308614,2.036297,-1.031585,0.050000,-0.002047,2.442055,2.447647,-0.002741,1.000000,4.800000,0.950000,-1.031585,-1.031585,-1.063359,0.008333,0.000000,-0.002812,0.000000,-0.002047,36,97
2.611427,0.306177,2.038317,-1.008084,0.050000,-0.002340,2.442055,2.447524,-0.001868,1.000000,4.800000,0.950000,-1.008084,-1.008084,-1.013611,0.007337,0.000000,-0.002105,0.000000,-0.002340,37,98
2.667047,0.304006,2.040212,-1.059890,0.050000,-0.002258,2.442055,2.447802,-0.001263,1.000000,4.800000,0.950000,-1.059890,-1.059890,-1.055262,0.007009,0.000000,-0.001593,0.000000,-0.002258,38,99
2.722522,0.302317,2.041963,-1.312364,0.050000,-0.001839,2.442055,2.449265,0.000097,1.000000,4.800000,0.950000,-1.312364,-1.312364,-1.286654,0.007113,0.000000,-0.000581,0.000000,-0.001839,38,99
2.778358,0.299770,2.044150,-1.345557,0.050000,-0.000989,2.442055,2.449462,-0.000386,1.000000,4.800000,0.950000,-1.345557,-1.345557,-1.339667,0.007792,0.000000,-0.000972,0.000000,-0.000989,39,100
2.833764,0.297422,2.046046,-1.284042,0.050000,-0.000807,2.442055,2.449124,-0.000890,1.000000,4.800000,0.950000,-1.284042,-1.284042,-1.289605,0.007958,0.000000,-0.001370,0.000000,-0.000807,40,101
2.889136,0.295257,2.047480,-0.987304,0.050000,-0.001108,2.442055,2.447478,-0.002373,1.000000,4.800000,0.950000,-0.987304,-0.987304,-1.017534,0.007795,0.000000,-0.002521,0.000000,-0.001108,41,102
2.944857,0.293923,2.048840,-1.168948,0.050000,-0.002025,2.442055,2.448437,-0.001334,1.000000,4.800000,0.950000,-1.168948,-1.168948,-1.153807,0.007716,0.000000,-0.001792,0.000000,-0.002025,42,103
3.000271,0.292578,2.050387,-1.486879,0.050000,-0.002070,2.442055,2.450129,0.000652,1.000000,4.800000,0.950000,-1.486879,-1.486879,-1.453572,0.007423,0.000000,-0.000074,0.000000,-0.002070,43,104
3.055838,0.290885,2.052121,-1.723410,0.050000,-0.000875,2.442055,2.451538,0.001542,1.000000,4.800000,0.950000,-1.723410,-1.723410,-1.696426,0.007941,0.000000,0.000599,0.000000,-0.000875,43,104
3.111426,0.287774,2.054098,-1.233819,0.050000,0.000262,2.442055,2.448758,-0.001978,1.000000,4.800000,0.950000,-1.233819,-1.233819,-1.280080,0.008680,0.000000,-0.002102,0.000000,0.000262,45,106
3.166878,0.284883,2.055724,-0.616465,0.050000,-0.000934,2.442055,2.445409,-0.005757,1.000000,4.800000,0.950000,-0.616465,-0.616465,-0.682826,0.009111,0.000000,-0.005378,0.000000,-0.000934,46,107
3.222600,0.282351,2.056545,0.385933,0.050000,-0.003872,2.442055,2.439962,-0.011584,1.000000,4.800000,0.950000,0.385933,0.385933,0.279057,0.009490,0.000000,-0.010355,0.000000,-0.003872,47,108
3.278065,0.280578,2.057109,1.095999,0.050000,-0.008397,2.442055,2.436054,-0.015729,1.000000,4.800000,0.950000,1.095999,1.095999,1.014304,0.009728,0.000000,-0.014111,0.000000,-0.008397,47,108
3.333749,0.279196,2.056913,2.135261,0.050000,-0.012788,2.442055,2.430305,-0.021288,1.000000,4.800000,0.950000,2.135261,2.135261,2.023165,0.009538,0.000000,-0.018772,0.000000,-0.012788,47,108
3.389284,0.278131,2.059486,0.852618,0.050000,-0.017311,2.442055,2.437377,-0.013485,1.000000,4.800000,0.950000,0.852618,0.852618,0.969673,0.008806,0.000000,-0.013021,0.000000,-0.017311,48,109
3.444858,0.276707,2.063277,-1.131023,0.050000,-0.015643,2.442055,2.448280,-0.001510,1.000000,4.800000,0.950000,-1.131023,-1.131023,-0.920953,0.007735,0.000000,-0.002927,0.000000,-0.015643,49,110
3.500337,0.274889,2.066645,-2.537144,0.059404,-0.007618,2.442055,2.455832,0.006988,1.000000,4.800000,0.950000,-2.537144,-2.537144,-2.375525,0.006789,0.000000,0.004953,0.000000,-0.007618,51,112
3.555772,0.272529,2.068129,-2.153373,0.066886,0.001605,2.442055,2.453733,0.004660,1.000000,4.800000,0.950000,-2.153373,-2.153373,-2.175589,0.007018,0.000000,0.003775,0.000000,0.001605,52,113
3.611530,0.269799,2.070486,-2.199227,0.073079,0.004825,2.442055,2.454022,0.005306,1.000000,4.800000,0.950000,-2.199227,-2.199227,-2.196863,0.006660,0.000000,0.004218,0.000000,0.004825,53,114
3.667002,0.267272,2.072703,-2.268511,0.078289,0.005111,2.442055,2.454423,0.006649,1.000000,4.800000,0.950000,-2.268511,-2.268511,-2.261346,0.005719,0.000000,0.005422,0.000000,0.005111,54,115
3.722599,0.265247,2.074265,-2.159772,0.082641,0.005358,2.442055,2.453801,0.006657,1.000000,4.800000,0.950000,-2.159772,-2.159772,-2.169930,0.005090,0.000000,0.005581,0.000000,0.005358,55,116
3.778111,0.263164,2.076225,-2.318131,0.086416,0.005543,2.442055,2.454653,0.007615,1.000000,4.800000,0.950000,-2.318131,-2.318131,-2.303311,0.004983,0.000000,0.006322,0.000000,0.005543,56,117
3.833720,0.260750,2.078467,-2.478928,0.089856,0.006052,2.442055,2.455548,0.008724,1.000000,4.800000,0.950000,-2.478928,-2.478928,-2.461366,0.004768,0.000000,0.007285,0.000000,0.006052,57,118
3.889302,0.258012,2.080972,-2.633723,0.093146,0.006903,2.442055,2.456446,0.010011,1.000000,4.800000,0.950000,-2.633723,-2.633723,-2.616488,0.004379,0.000000,0.008399,0.000000,0.006903,58,119
3.944671,0.254791,2.083687,-2.636900,0.096450,0.007979,2.442055,2.456324,0.010125,1.000000,4.800000,0.950000,-2.636900,-2.636900,-2.634859,0.004144,0.000000,0.008711,0.000000,0.007979,59,121
4.000214,0.251703,2.086336,-2.675795,0.099766,0.008642,2.442055,2.456618,0.010786,1.000000,4.800000,0.950000,-2.675795,-2.675795,-2.671701,0.003777,0.000000,0.009236,0.000000,0.008642,61,122
4.055766,0.248657,2.088791,-2.592242,0.103084,0.009137,2.442055,2.456005,0.010310,1.000000,4.800000,0.950000,-2.592242,-2.592242,-2.600188,0.003640,0.000000,0.009023,0.000000,0.009137,62,124
4.111472,0.246025,2.090810,-2.442654,0.106296,0.009170,2.442055,2.455222,0.008255,1.000000,4.800000,0.950000,-2.442654,-2.442654,-2.458407,0.004913,0.000000,0.007133,0.000000,0.009170,63,125
4.167000,0.241665,2.094518,-2.472723,0.109994,0.007942,2.442055,2.455365,0.008377,1.000000,4.800000,0.950000,-2.472723,-2.472723,-2.471292,0.004932,0.000000,0.007177,0.000000,0.007942,65,127
4.222631,0.236251,2.098837,-2.291125,0.114382,0.007226,2.442055,2.454449,0.007247,1.000000,4.800000,0.950000,-2.291125,-2.291125,-2.309142,0.005147,0.000000,0.006194,0.000000,0.007226,67,129
4.278118,0.230864,2.103025,-2.027137,0.119314,0.006456,2.442055,2.453070,0.004976,1.000000,4.800000,0.950000,-2.027137,-2.027137,-2.055338,0.006038,0.000000,0.004129,0.000000,0.006456,70,131
4.333781,0.227079,2.105781,-1.698710,0.124158,0.004889,2.442055,2.451219,0.003126,1.000000,4.800000,0.950000,-1.698710,-1.698710,-1.734373,0.006038,0.000000,0.002589,0.000000,0.004889,71,133
4.389157,0.223133,2.109189,-1.766313,0.129084,0.003180,2.442055,2.451544,0.002923,1.000000,4.800000,0.950000,-1.766313,-1.766313,-1.763119,0.006565,0.000000,0.002226,0.000000,0.003180,73,135
4.444860,0.219025,2.112440,-1.608499,0.134086,0.002250,2.442055,2.450801,0.002570,1.000000,4.800000,0.950000,-1.608499,-1.608499,-1.623961,0.006175,0.000000,0.001928,0.000000,0.002250,75,137
4.500207,0.215470,2.115251,-1.469751,0.138969,0.001867,2.442055,2.449983,0.002602,1.000000,4.800000,0.950000,-1.469751,-1.469751,-1.485172,0.005326,0.000000,0.002069,0.000000,0.001867,76,138
4.555930,0.209808,2.119400,-0.998870,0.144372,0.001910,2.442055,2.447473,0.000156,1.000000,4.800000,0.950000,-0.998870,-0.998870,-1.047500,0.005261,0.000000,0.000030,0.000000,0.001910,79,140
4.611486,0.203092,2.124621,-0.669615,0.150501,0.000778,2.442055,2.445677,-0.001416,1.000000,4.800000,0.950000,-0.669615,-0.669615,-0.707404,0.005038,0.000000,-0.001391,0.000000,0.000778,81,143
4.667011,0.196506,2.129767,-0.366932,0.157076,-0.000765,2.442055,2.444033,-0.003191,1.000000,4.800000,0.950000,-0.366932,-0.366932,-0.400979,0.005169,0.000000,-0.002986,0.000000,-0.000765,84,146
4.722561,0.191923,2.133397,-0.193388,0.163340,-0.002424,2.442055,2.443097,-0.005278,1.000000,4.800000,0.950000,-0.193388,-0.193388,-0.214147,0.006319,0.000000,-0.004975,0.000000,-0.002424,86,148
4.778125,0.186909,2.137602,-0.182297,0.169474,-0.004308,2.442055,2.443040,-0.006917,1.000000,4.800000,0.950000,-0.182297,-0.182297,-0.185482,0.007902,0.000000,-0.006617,0.000000,-0.004308,88,150
4.833719,0.181674,2.141879,-0.084065,0.175483,-0.006092,2.442055,2.442504,-0.007534,1.000000,4.800000,0.950000,-0.084065,-0.084065,-0.094207,0.007982,0.000000,-0.007131,0.000000,-0.006092,91,153
4.889177,0.176020,2.146401,0.096447,0.181410,-0.007084,2.442055,2.441537,-0.007850,1.000000,4.800000,0.950000,0.096447,0.096447,0.077382,0.007331,0.000000,-0.007336,0.000000,-0.007084,93,155
4.944775,0.170056,2.150943,0.461331,0.187221,-0.007441,2.442055,2.439597,-0.009360,1.000000,4.800000,0.950000,0.461331,0.461331,0.422936,0.006902,0.000000,-0.008587,0.000000,-0.007441,95,158
5.000383,0.164051,2.155772,0.632219,0.192873,-0.008208,2.442055,2.438655,-0.009732,1.000000,4.800000,0.950000,0.632219,0.632219,0.611290,0.006332,0.000000,-0.008950,0.000000,-0.008208,98,160
5.055931,0.158379,2.160086,0.983580,0.198033,-0.008814,2.442055,2.436819,-0.009882,1.000000,4.800000,0.950000,0.983580,0.983580,0.946351,0.004645,0.000000,-0.008956,0.000000,-0.008814,100,163
5.111432,0.149423,2.167138,1.354366,0.201904,-0.009024,2.442055,2.434868,-0.012015,1.000000,4.800000,0.950000,1.354366,1.354366,1.313564,0.004828,0.000000,-0.010892,0.000000,-0.009024,104,167
5.167069,0.138902,2.175616,1.641143,0.204807,-0.010197,2.442055,2.433276,-0.014448,1.000000,4.800000,0.950000,1.641143,1.641143,1.608385,0.005669,0.000000,-0.013106,0.000000,-0.010197,109,171
5.222617,0.129250,2.183477,1.841544,0.206984,-0.012199,2.442055,2.432181,-0.015421,1.000000,4.800000,0.950000,1.841544,1.841544,1.818228,0.005546,0.000000,-0.013997,0.000000,-0.012199,113,175
5.278197,0.121953,2.189085,2.248217,0.208616,-0.013697,2.442055,2.429988,-0.016677,1.000000,4.800000,0.950000,2.248217,2.248217,2.205218,0.004609,0.000000,-0.014964,0.000000,-0.013697,116,178
5.333737,0.113994,2.195001,2.846234,0.209841,-0.014770,2.442055,2.426949,-0.019305,1.000000,4.800000,0.950000,2.846234,2.846234,2.782133,0.004198,0.000000,-0.017342,0.000000,-0.014770,119,182
5.389218,0.106132,2.201496,2.939194,0.210760,-0.016543,2.442055,2.426355,-0.019858,1.000000,4.800000,0.950000,2.939194,2.939194,2.923488,0.004158,0.000000,-0.017983,0.000000,-0.016543,123,185
5.444804,0.098173,2.208350,2.819471,0.211448,-0.017778,2.442055,2.427114,-0.018178,1.000000,4.800000,0.950000,2.819471,2.819471,2.829873,0.003237,0.000000,-0.016659,0.000000,-0.017778,126,189
5.500230,0.090263,2.214872,2.921572,0.211965,-0.017354,2.442055,2.426470,-0.015019,1.000000,4.800000,0.950000,2.921572,2.921572,2.912402,-0.000566,0.000000,-0.013442,0.000000,-0.017354,130,192
5.555917,0.078985,2.223398,3.660233,0.212352,-0.014900,2.442055,2.422622,-0.018233,1.000000,4.800000,0.941882,3.660233,3.660233,3.585450,-0.001200,0.000000,-0.016080,0.000000,-0.014900,134,197
5.611490,0.067225,2.232630,4.167527,0.212643,-0.015115,2.442055,2.419936,-0.020266,1.000000,4.800000,0.892115,4.167527,4.167527,4.109319,-0.001853,0.000000,-0.018072,0.000000,-0.015115,139,202
5.667031,0.057080,2.240651,4.563064,0.212861,-0.016947,2.442055,2.417718,-0.021641,1.000000,4.800000,0.853319,4.563064,4.563064,4.517690,-0.002696,0.000000,-0.019384,0.000000,-0.016947,144,206
5.722659,0.050191,2.246341,4.645176,0.213024,-0.018799,2.442055,2.417289,-0.020749,1.000000,4.800000,0.842419,4.645176,4.645176,4.632428,-0.004017,0.000000,-0.018851,0.000000,-0.018799,146,209
5.778134,0.042159,2.252773,4.894763,0.213147,-0.019209,2.442055,2.416195,-0.021766,1.000000,4.800000,0.819990,4.894763,4.894763,4.868530,-0.004094,0.000000,-0.020012,0.000000,-0.019209,150,213
5.833724,0.033961,2.259513,5.016247,0.213239,-0.019778,2.442055,2.415326,-0.023611,1.000000,4.800000,0.807360,5.016247,5.016247,5.001475,-0.003119,0.000000,-0.021489,0.000000,-0.019778,153,216
5.889127,0.026850,2.266199,4.479316,0.213308,-0.020927,2.442055,2.418090,-0.021079,1.000000,4.800000,0.852004,4.479316,4.479316,4.531532,-0.002886,0.000000,-0.019292,0.000000,-0.020927,157,219
5.944697,0.017903,2.273191,4.890221,0.213360,-0.020177,2.442055,2.415984,-0.022079,1.000000,4.800000,0.821337,4.890221,4.890221,4.854352,-0.003993,0.000000,-0.020021,0.000000,-0.020177,160,223
6.000279,0.010674,2.280164,4.209467,0.213399,-0.019929,2.442055,2.419489,-0.018573,1.000000,4.800000,0.876474,4.209467,4.209467,4.273956,-0.003993,0.000000,-0.017015,0.000000,-0.019929,164,226
6.055849,0.004552,2.287133,2.819060,0.213428,-0.018114,2.442055,2.427167,-0.008237,1.000000,4.800000,0.950000,2.819060,2.819060,2.964550,-0.006651,0.000000,-0.007911,0.000000,-0.018114,167,230
6.111470,-0.005707,2.297645,1.381182,0.213449,-0.011561,2.442055,2.434658,-0.001010,1.000000,4.800000,0.950000,1.381182,1.381182,1.539519,-0.006387,0.000000,-0.001322,0.000000,-0.011561,172,234
6.166980,-0.020440,2.309195,2.029377,0.213466,-0.004026,2.442055,2.431319,-0.003315,1.000000,4.800000,0.950000,2.029377,2.029377,1.980391,-0.007422,0.000000,-0.002455,0.000000,-0.004026,178,241
6.222588,-0.032874,2.318304,3.065446,0.213478,-0.001527,2.442055,2.425806,-0.005133,1.000000,4.800000,0.950000,3.065446,3.065446,2.956940,-0.011117,0.000000,-0.003633,0.000000,-0.001527,183,246
6.278115,-0.040786,2.323802,3.952468,0.213487,-0.002291,2.442055,2.421039,-0.004835,1.000000,4.800000,0.916473,3.952468,3.952468,3.852915,-0.016181,0.000000,-0.003664,0.000000,-0.002291,186,249
6.333738,-0.049681,2.329810,5.083519,0.213494,-0.003279,2.442055,2.414784,-0.007307,1.000000,4.800000,0.811256,5.083519,5.083519,4.960458,-0.019964,0.000000,-0.007614,0.000000,-0.003279,190,252
6.389260,-0.057779,2.336107,5.478982,0.213499,-0.006105,2.442055,2.412937,-0.009195,1.000000,4.800000,0.766923,5.478982,5.478982,5.427130,-0.019923,0.000000,-0.010771,0.000000,-0.006105,193,256
6.444950,-0.065674,2.342274,5.844294,0.213503,-0.009514,2.442055,2.410829,-0.013376,1.000000,4.800000,0.731255,5.844294,5.844294,5.802578,-0.017850,0.000000,-0.014800,0.000000,-0.009514,197,259
6.500201,-0.072709,2.348347,5.727129,0.213506,-0.013393,2.442055,2.411407,-0.015159,1.000000,4.800000,0.737706,5.727129,5.727129,5.734674,-0.015490,0.000000,-0.016100,0.000000,-0.013393,200,262
6.555737,-0.084080,2.357464,6.072375,0.213508,-0.015824,2.442055,2.409635,-0.015960,1.000000,4.800000,0.708832,6.072375,6.072375,6.038605,-0.016461,0.000000,-0.017317,0.000000,-0.015824,205,267
6.611503,-0.095942,2.367396,6.110487,0.213510,-0.017231,2.442055,2.409349,-0.015314,1.000000,4.800000,0.702687,6.110487,6.110487,6.103299,-0.017392,0.000000,-0.017075,0.000000,-0.017231,210,272
6.667028,-0.107577,2.375844,7.138335,0.213511,-0.017422,2.442055,2.403987,-0.020807,1.000000,4.800000,0.614191,7.138335,7.138335,7.034831,-0.017261,0.000000,-0.023165,0.000000,-0.017422,215,277
6.722531,-0.113981,2.381234,7.136712,0.213512,-0.020931,2.442055,2.404123,-0.020204,1.000000,4.800000,0.605480,7.136712,7.136712,7.126524,-0.017729,0.000000,-0.023473,0.000000,-0.020931,217,280
6.778114,-0.121516,2.387299,7.348444,0.213513,-0.023188,2.442055,2.402859,-0.019854,1.000000,4.800000,0.586506,7.348444,7.348444,7.326252,-0.019342,0.000000,-0.023822,0.000000,-0.023188,221,283
6.833771,-0.126856,2.393695,5.892504,0.213513,-0.024035,2.442055,2.410752,-0.009877,1.000000,4.800000,0.709091,5.892504,5.892504,6.035879,-0.021426,0.000000,-0.013779,0.000000,-0.024035,223,286
6.889090,-0.132717,2.400506,4.454340,0.213514,-0.018018,2.442055,2.418405,-0.000544,1.000000,4.800000,0.844313,4.454340,4.454340,4.612494,-0.023106,0.000000,-0.002632,0.000000,-0.018018,226,289
6.944856,-0.141201,2.407430,4.619196,0.213514,-0.007467,2.442055,2.417274,-0.001112,1.000000,4.800000,0.843740,4.619196,4.619196,4.618526,-0.023669,0.000000,-0.002198,0.000000,-0.007467,230,292
7.000391,-0.152745,2.414584,6.578642,0.213514,-0.002123,2.442055,2.407062,-0.010777,1.000000,4.800000,0.676150,6.578642,6.578642,6.382630,-0.024217,0.000000,-0.014262,0.000000,-0.002123,234,297
7.055821,-0.161982,2.420650,7.884734,0.213514,-0.008354,2.442055,2.400349,-0.014918,1.000000,4.800000,0.547720,7.884734,7.884734,7.734524,-0.026788,0.000000,-0.022453,0.000000,-0.008354,238,301
7.111423,-0.172464,2.429767,7.657254,0.213515,-0.018155,2.442055,2.401143,-0.012955,1.000000,4.800000,0.554327,7.657254,7.657254,7.664981,-0.027957,0.000000,-0.021294,0.000000,-0.018155,243,305
