t_s,x,y,cross_track_mm,linear_speed_mps,angular_cmd_rps,path_yaw,target_yaw,yaw_error_rad,lqr_mode,k1,k2,e_y_raw_mm,e_y_rate_limited_mm,e_y_filtered_mm,e_theta_rad,omega_ff,omega_fb,omega_i,omega_before_limits,nearest_idx,lookahead_idx
9.055941,-0.485091,1.914808,-0.436422,0.213515,-0.005404,-1.484936,-1.482610,-0.000036,1.000000,4.800000,0.950000,-0.436422,-0.436422,-0.344288,0.002362,0.000000,-0.000592,0.000000,-0.005404,371,434
9.111459,-0.484289,1.904433,-0.527146,0.213515,-0.002511,-1.484936,-1.482150,0.001113,1.000000,4.800000,0.950000,-0.527146,-0.527146,-0.508860,0.001672,0.000000,0.000854,0.000000,-0.002511,375,438
9.167015,-0.483365,1.893062,-0.581982,0.213515,0.000117,-1.484936,-1.481821,0.001940,1.000000,4.800000,0.950000,-0.581982,-0.581982,-0.574670,0.001175,0.000000,0.001642,0.000000,0.000117,379,441
9.222441,-0.482526,1.881449,-0.741694,0.213515,0.001575,-1.484936,-1.480973,0.003033,1.000000,4.800000,0.950000,-0.741694,-0.741694,-0.724992,0.000929,0.000000,0.002597,0.000000,0.001575,383,445
9.278070,-0.482024,1.869817,-1.238830,0.213515,0.002493,-1.484936,-1.478331,0.005678,1.000000,4.800000,0.950000,-1.238830,-1.238830,-1.187446,0.000927,0.000000,0.004819,0.000000,0.002493,386,449
9.333588,-0.481207,1.858361,-1.407685,0.213515,0.004089,-1.484936,-1.477451,0.006814,1.000000,4.800000,0.950000,-1.407685,-1.407685,-1.385661,0.000671,0.000000,0.006014,0.000000,0.004089,390,453
9.389238,-0.480517,1.848268,-1.585864,0.213515,0.005583,-1.484936,-1.476453,0.005655,1.000000,4.800000,0.950000,-1.585864,-1.585864,-1.565843,0.002827,0.000000,0.004830,0.000000,0.005583,394,456
9.444836,-0.479779,1.833818,-2.089031,0.213515,0.005432,-1.484936,-1.473795,0.006082,1.000000,4.800000,0.950000,-2.089031,-2.089031,-2.036712,0.005059,0.000000,0.004970,0.000000,0.005432,398,461
9.500353,-0.479182,1.817935,-2.856408,0.213515,0.005122,-1.484936,-1.469631,0.010443,1.000000,4.800000,0.950000,-2.856408,-2.856408,-2.774439,0.004862,0.000000,0.008699,0.000000,0.005122,404,466
9.555983,-0.478183,1.803677,-3.084192,0.213515,0.007223,-1.484936,-1.468473,0.013974,1.000000,4.800000,0.950000,-3.084192,-3.084192,-3.053217,0.002489,0.000000,0.012291,0.000000,0.007223,409,471
9.611468,-0.477460,1.794148,-3.181112,0.213515,0.010718,-1.484936,-1.467906,0.016169,1.000000,4.800000,0.950000,-3.181112,-3.181112,-3.168323,0.000861,0.000000,0.014390,0.000000,0.010718,412,474
9.666996,-0.476714,1.783697,-3.333642,0.213515,0.013653,-1.484936,-1.467234,0.017630,1.000000,4.800000,0.950000,-3.333642,-3.333642,-3.317110,0.000071,0.000000,0.015854,0.000000,0.013653,415,478
9.722459,-0.475980,1.773180,-3.504249,0.213515,0.015583,-1.484936,-1.466174,0.018970,1.000000,4.800000,0.950000,-3.504249,-3.504249,-3.485535,-0.000208,0.000000,0.016929,0.000000,0.015583,419,481
9.778127,-0.475049,1.762503,-3.492216,0.213515,0.016795,-1.484936,-1.466366,0.017849,1.000000,4.800000,0.950000,-3.492216,-3.492216,-3.491548,0.000720,0.000000,0.016075,0.000000,0.016795,422,485
9.833675,-0.474441,1.752019,-3.786125,0.213515,0.016606,-1.484936,-1.464642,0.018563,1.000000,4.800000,0.925617,-3.786125,-3.786125,-3.756667,0.001730,0.000000,0.016431,0.000000,0.016606,426,488
9.889144,-0.474061,1.742862,-4.192952,0.213515,0.016462,-1.484936,-1.462444,0.021502,1.000000,4.800000,0.888314,-4.192952,-4.192952,-4.149324,0.000990,0.000000,0.019037,0.000000,0.016462,429,491
9.944783,-0.472638,1.729845,-3.891284,0.213515,0.017990,-1.484936,-1.464273,0.019813,1.000000,4.800000,0.910377,-3.891284,-3.891284,-3.917088,0.000850,0.000000,0.018029,0.000000,0.017990,433,496
10.000317,-0.470899,1.715334,-3.402823,0.213515,0.018326,-1.484936,-1.466904,0.016872,1.000000,4.800000,0.950000,-3.402823,-3.402823,-3.454250,0.001160,0.000000,0.015478,0.000000,0.018326,438,501
10.055942,-0.469348,1.701930,-3.006753,0.213515,0.016670,-1.484936,-1.468876,0.013973,1.000000,4.800000,0.950000,-3.006753,-3.006753,-3.051503,0.002087,0.000000,0.012665,0.000000,0.016670,443,505
10.111444,-0.468816,1.692456,-3.289473,0.213515,0.013909,-1.484936,-1.467320,0.013554,1.000000,4.800000,0.950000,-3.289473,-3.289473,-3.265676,0.004061,0.000000,0.011817,0.000000,0.013909,446,508
10.166984,-0.468068,1.682378,-3.408241,0.213515,0.012078,-1.484936,-1.466868,0.012275,1.000000,4.800000,0.950000,-3.408241,-3.408241,-3.393985,0.005793,0.000000,0.010788,0.000000,0.012078,449,512
10.222581,-0.467562,1.672865,-3.720022,0.213515,0.010921,-1.484936,-1.465160,0.012987,1.000000,4.800000,0.932195,-3.720022,-3.720022,-3.687419,0.006788,0.000000,0.011372,0.000000,0.010921,452,515
10.278149,-0.466563,1.663433,-3.533330,0.213515,0.010957,-1.484936,-1.466104,0.011868,1.000000,4.800000,0.945370,-3.533330,-3.533330,-3.548739,0.006963,0.000000,0.010451,0.000000,0.010957,455,518
10.333518,-0.465616,1.654273,-3.375869,0.213515,0.010659,-1.484936,-1.466923,0.011653,1.000000,4.800000,0.950000,-3.375869,-3.375869,-3.393156,0.006359,0.000000,0.010246,0.000000,0.010659,459,521
10.389144,-0.464064,1.639544,-3.092214,0.213515,0.010348,-1.484936,-1.468454,0.010795,1.000000,4.800000,0.950000,-3.092214,-3.092214,-3.122308,0.005687,0.000000,0.009584,0.000000,0.010348,463,526
10.444797,-0.462809,1.623190,-3.244260,0.213515,0.009821,-1.484936,-1.467789,0.011934,1.000000,4.800000,0.950000,-3.244260,-3.244260,-3.232065,0.005212,0.000000,0.010562,0.000000,0.009821,469,532
10.500196,-0.461810,1.608854,-3.478072,0.213515,0.010162,-1.484936,-1.466321,0.013072,1.000000,4.800000,0.950000,-3.478072,-3.478072,-3.453471,0.005543,0.000000,0.011311,0.000000,0.010162,474,536
10.555779,-0.460806,1.599358,-3.292864,0.213515,0.010926,-1.484936,-1.467540,0.010725,1.000000,4.800000,0.950000,-3.292864,-3.292864,-3.308925,0.006670,0.000000,0.009546,0.000000,0.010926,477,540
10.611291,-0.459307,1.588653,-2.716663,0.213515,0.010248,-1.484936,-1.470446,0.005626,1.000000,4.800000,0.950000,-2.716663,-2.716663,-2.775889,0.008863,0.000000,0.004904,0.000000,0.010248,481,543
10.666991,-0.458483,1.577491,-2.853353,0.213515,0.006870,-1.484936,-1.469783,0.003064,1.000000,4.800000,0.950000,-2.853353,-2.853353,-2.845606,0.012089,0.000000,0.002174,0.000000,0.006870,484,547
10.722569,-0.458221,1.566837,-3.506052,0.213515,0.003332,-1.484936,-1.466154,0.004381,1.000000,4.800000,0.950000,-3.506052,-3.506052,-3.440007,0.014400,0.000000,0.002832,0.000000,0.003332,488,550
10.778062,-0.458032,1.556940,-4.165942,0.213515,0.002306,-1.484936,-1.462871,0.007263,1.000000,4.800000,0.893632,-4.165942,-4.165942,-4.093348,0.014802,0.000000,0.006421,0.000000,0.002306,491,554
10.833736,-0.457287,1.547527,-4.230862,0.213515,0.004586,-1.484936,-1.462475,0.008757,1.000000,4.800000,0.881874,-4.230862,-4.230862,-4.217111,0.013704,0.000000,0.008157,0.000000,0.004586,494,557
10.889204,-0.456520,1.538118,-4.273962,0.213515,0.007212,-1.484936,-1.462193,0.012023,1.000000,4.800000,0.877014,-4.273962,-4.273962,-4.268277,0.010720,0.000000,0.011086,0.000000,0.007212,497,560
10.944823,-0.454405,1.522353,-3.518944,0.213515,0.010095,-1.484936,-1.466121,0.009078,1.000000,4.800000,0.941082,-3.518944,-3.518944,-3.593877,0.009737,0.000000,0.008087,0.000000,0.010095,503,565
11.000454,-0.452272,1.504872,-2.892286,0.188194,0.009468,-1.484936,-1.469504,0.005131,1.000000,4.800000,0.950000,-2.892286,-2.892286,-2.962445,0.010301,0.000000,0.004434,0.000000,0.009468,509,571
11.055818,-0.450650,1.490272,-2.528558,0.178642,0.006301,-1.484936,-1.471467,0.003351,1.000000,4.800000,0.950000,-2.528558,-2.528558,-2.571947,0.010118,0.000000,0.002733,0.000000,0.006301,513,576
11.111299,-0.450040,1.481971,-2.632788,0.172169,0.003501,-1.484936,-1.470736,0.005257,1.000000,4.800000,0.950000,-2.632788,-2.632788,-2.626704,0.008943,0.000000,0.004112,0.000000,0.003501,516,578
11.166979,-0.449027,1.471963,-2.481656,0.163351,0.003294,-1.484936,-1.471690,0.003616,1.000000,4.800000,0.950000,-2.481656,-2.481656,-2.496161,0.009630,0.000000,0.002833,0.000000,0.003294,520,582
11.222420,-0.447878,1.460491,-2.320961,0.152078,0.002973,-1.484936,-1.472578,-0.000074,1.000000,4.800000,0.950000,-2.320961,-2.320961,-2.338481,0.012431,0.000000,-0.000585,0.000000,0.002973,523,585
11.278121,-0.446864,1.448320,-2.353784,0.139181,0.000753,-1.484936,-1.472200,-0.002272,1.000000,4.800000,0.950000,-2.353784,-2.353784,-2.352254,0.015007,0.000000,-0.002966,0.000000,0.000753,527,589
11.333543,-0.446135,1.438096,-2.504715,0.128035,-0.001949,-1.484936,-1.471511,-0.000352,1.000000,4.800000,0.950000,-2.504715,-2.504715,-2.489469,0.013776,0.000000,-0.001138,0.000000,-0.001949,531,593
11.389196,-0.444336,1.426081,-1.743107,0.115044,-0.002016,-1.484936,-1.475586,-0.002141,1.000000,4.800000,0.950000,-1.743107,-1.743107,-1.817743,0.011490,0.000000,-0.002190,0.000000,-0.002016,535,597
11.444809,-0.441825,1.413673,-0.304499,0.102447,-0.002135,-1.484936,-1.483297,-0.009485,1.000000,4.800000,0.950000,-0.304499,-0.304499,-0.455824,0.011124,0.000000,-0.008380,0.000000,-0.002135,539,601
11.500271,-0.439794,1.402760,0.783015,0.092548,-0.005935,-1.484936,-1.489195,-0.017934,1.000000,4.800000,0.950000,0.783015,0.783015,0.659131,0.013674,0.000000,-0.016154,0.000000,-0.005935,543,604
11.555810,-0.439279,1.396258,0.737977,0.087305,-0.012886,-1.484936,-1.488962,-0.020967,1.000000,4.800000,0.950000,0.737977,0.737977,0.730092,0.016941,0.000000,-0.019599,0.000000,-0.012886,545,606
11.611309,-0.439218,1.390602,0.314343,0.083151,-0.018365,-1.484936,-1.486647,-0.020336,1.000000,4.800000,0.950000,0.314343,0.314343,0.355918,0.018624,0.000000,-0.019401,0.000000,-0.018365,547,608
11.666977,-0.439091,1.387055,0.136372,0.080722,-0.020120,-1.484936,-1.485680,-0.020293,1.000000,4.800000,0.950000,0.136372,0.136372,0.158327,0.019548,0.000000,-0.019330,0.000000,-0.020120,548,609
11.722452,-0.438743,1.385379,0.339516,0.079608,-0.020000,-1.484936,-1.486777,-0.021398,1.000000,4.800000,0.950000,0.339516,0.339516,0.321398,0.019557,0.000000,-0.020122,0.000000,-0.020000,549,610
11.778198,-0.440017,1.384619,-0.995259,0.079193,-0.020049,-1.484936,-1.479520,-0.013250,1.000000,4.800000,0.950000,-0.995259,-0.995259,-0.863593,0.018666,0.000000,-0.013588,0.000000,-0.020049,549,610
11.833593,-0.440138,1.383439,-1.217200,0.078457,-0.016148,-1.484936,-1.478269,-0.010768,1.000000,4.800000,0.950000,-1.217200,-1.217200,-1.181839,0.017434,0.000000,-0.010889,0.000000,-0.016148,549,610
11.889274,-0.439330,1.384706,-0.303651,0.079209,-0.012163,-1.484936,-1.483283,-0.016572,1.000000,4.800000,0.950000,-0.303651,-0.303651,-0.391470,0.018224,0.000000,-0.015434,0.000000,-0.012163,549,610
11.944779,-0.438150,1.376616,0.178921,0.074346,-0.013332,-1.484936,-1.485905,-0.018584,1.000000,4.800000,0.950000,0.178921,0.178921,0.121882,0.017615,0.000000,-0.017319,0.000000,-0.013332,552,613
12.000371,-0.438755,1.364133,-1.494168,0.050000,-0.015983,-1.484936,-1.476826,-0.007739,1.000000,4.800000,0.950000,-1.494168,-1.494168,-1.332563,0.015849,0.000000,-0.008660,0.000000,-0.015983,556,617
12.055929,-0.438710,1.353088,-2.397174,0.050000,-0.012093,-1.484936,-1.471782,-0.001211,1.000000,4.800000,0.950000,-2.397174,-2.397174,-2.290713,0.014365,0.000000,-0.002651,0.000000,-0.012093,559,620
12.111483,-0.438357,1.351347,-2.194726,0.050000,-0.005584,-1.484936,-1.472974,-0.001533,1.000000,4.800000,0.950000,-2.194726,-2.194726,-2.204325,0.013495,0.000000,-0.002240,0.000000,-0.005584,560,621
12.167028,-0.438171,1.346036,-2.464560,0.050000,-0.002227,-1.484936,-1.471554,0.001359,1.000000,4.800000,0.950000,-2.464560,-2.464560,-2.438537,0.012023,0.000000,0.000283,0.000000,-0.002227,562,623
12.222609,-0.437534,1.340018,-2.345694,0.050000,-0.000020,-1.484936,-1.472195,0.002923,1.000000,4.800000,0.950000,-2.345694,-2.345694,-2.354978,0.009817,0.000000,0.001978,0.000000,-0.000020,564,625
12.278212,-0.436927,1.335463,-2.131876,0.050000,0.001643,-1.484936,-1.473256,0.003166,1.000000,4.800000,0.950000,-2.131876,-2.131876,-2.154187,0.008514,0.000000,0.002252,0.000000,0.001643,565,626
12.333771,-0.436533,1.333749,-1.885899,0.050000,0.002352,-1.484936,-1.474674,0.002143,1.000000,4.800000,0.950000,-1.885899,-1.885899,-1.912727,0.008119,0.000000,0.001468,0.000000,0.002352,566,627
12.389271,-0.436764,1.332945,-2.185318,0.050000,0.001963,-1.484936,-1.472994,0.003702,1.000000,4.800000,0.950000,-2.185318,-2.185318,-2.158059,0.008240,0.000000,0.002531,0.000000,0.001963,566,627
12.444836,-0.437048,1.332196,-2.532421,0.050000,0.002226,-1.484936,-1.471043,0.005578,1.000000,4.800000,0.950000,-2.532421,-2.532421,-2.494985,0.008315,0.000000,0.004077,0.000000,0.002226,566,627
12.500326,-0.436609,1.332896,-2.035486,0.050000,0.003399,-1.484936,-1.473809,0.002810,1.000000,4.800000,0.950000,-2.035486,-2.035486,-2.081436,0.008317,0.000000,0.002090,0.000000,0.003399,566,627
12.555922,-0.435681,1.328434,-1.493121,0.050000,0.002848,-1.484936,-1.476839,-0.000641,1.000000,4.800000,0.950000,-1.493121,-1.493121,-1.551953,0.008738,0.000000,-0.000852,0.000000,0.002848,568,629
12.611406,-0.434924,1.321839,-1.304649,0.050000,0.000499,-1.484936,-1.477836,-0.002052,1.000000,4.800000,0.950000,-1.304649,-1.304649,-1.329380,0.009151,0.000000,-0.002312,0.000000,0.000499,570,631
12.667010,-0.434841,1.315791,-1.740743,0.050000,-0.001684,-1.484936,-1.475462,0.000080,1.000000,4.800000,0.950000,-1.740743,-1.740743,-1.699607,0.009393,0.000000,-0.000765,0.000000,-0.001684,572,633
12.722555,-0.434698,1.314258,-1.729575,0.050000,-0.001575,-1.484936,-1.475443,-0.000544,1.000000,4.800000,0.950000,-1.729575,-1.729575,-1.726578,0.010036,0.000000,-0.001247,0.000000,-0.001575,572,633
12.778072,-0.434490,1.311694,-1.742226,0.050000,-0.001354,-1.484936,-1.475396,-0.001342,1.000000,4.800000,0.950000,-1.742226,-1.742226,-1.740661,0.010881,0.000000,-0.001982,0.000000,-0.001354,573,634
12.833542,-0.434301,1.308911,-1.792437,0.050000,-0.001688,-1.484936,-1.475133,-0.001417,1.000000,4.800000,0.950000,-1.792437,-1.792437,-1.787260,0.011220,0.000000,-0.002080,0.000000,-0.001688,574,635
12.889192,-0.434046,1.305924,-1.795122,0.050000,-0.001994,-1.484936,-1.475118,-0.001003,1.000000,4.800000,0.950000,-1.795122,-1.795122,-1.794335,0.010820,0.000000,-0.001666,0.000000,-0.001994,575,636
12.944863,-0.434068,1.304076,-1.975320,0.050000,-0.001858,-1.484936,-1.474201,0.000669,1.000000,4.800000,0.950000,-1.975320,-1.975320,-1.957222,0.010066,0.000000,-0.000168,0.000000,-0.001858,576,637
13.000321,-0.434041,1.301045,-2.207957,0.050000,-0.000808,-1.484936,-1.472935,0.002241,1.000000,4.800000,0.950000,-2.207957,-2.207957,-2.182884,0.009759,0.000000,0.001207,0.000000,-0.000808,577,638
13.055871,-0.433863,1.297073,-2.371649,0.050000,0.000625,-1.484936,-1.471977,0.003831,1.000000,4.800000,0.950000,-2.371649,-2.371649,-2.352772,0.009127,0.000000,0.002622,0.000000,0.000625,578,639
13.111439,-0.433673,1.293785,-2.463779,0.050000,0.002127,-1.484936,-1.471452,0.004904,1.000000,4.800000,0.950000,-2.463779,-2.463779,-2.452678,0.008579,0.000000,0.003623,0.000000,0.002127,579,640
13.166993,-0.433746,1.292928,-2.609923,0.050000,0.003340,-1.484936,-1.470586,0.005889,1.000000,4.800000,0.950000,-2.609923,-2.609923,-2.594198,0.008460,0.000000,0.004415,0.000000,0.003340,579,640
13.222604,-0.433873,1.290024,-2.985442,0.050000,0.004240,-1.484936,-1.468532,0.008162,1.000000,4.800000,0.950000,-2.985442,-2.985442,-2.946318,0.008241,0.000000,0.006313,0.000000,0.004240,580,641
13.278139,-0.433658,1.286842,-3.044792,0.050000,0.005679,-1.484936,-1.468189,0.008794,1.000000,4.800000,0.950000,-3.044792,-3.044792,-3.034945,0.007953,0.000000,0.007012,0.000000,0.005679,581,642
13.333583,-0.433124,1.283913,-2.763348,0.050000,0.006778,-1.484936,-1.469740,0.007504,1.000000,4.800000,0.950000,-2.763348,-2.763348,-2.790508,0.007692,0.000000,0.006087,0.000000,0.006778,582,643
13.389312,-0.432488,1.281796,-2.311454,0.050000,0.006586,-1.484936,-1.472282,0.004978,1.000000,4.800000,0.950000,-2.311454,-2.311454,-2.359359,0.007675,0.000000,0.004034,0.000000,0.006586,583,644
13.444793,-0.432018,1.278743,-2.105285,0.050000,0.005000,-1.484936,-1.473406,0.003444,1.000000,4.800000,0.950000,-2.105285,-2.105285,-2.130693,0.008086,0.000000,0.002546,0.000000,0.005000,584,645
13.500286,-0.431604,1.276103,-1.918664,0.050000,0.003194,-1.484936,-1.474447,0.000722,1.000000,4.800000,0.950000,-1.918664,-1.918664,-1.939867,0.009766,0.000000,0.000033,0.000000,0.003194,585,646
