t_s,x,y,cross_track_mm,linear_speed_mps,angular_cmd_rps,path_yaw,target_yaw,yaw_error_rad,lqr_mode,k1,k2,e_y_raw_mm,e_y_rate_limited_mm,e_y_filtered_mm,e_theta_rad,omega_ff,omega_fb,omega_i,omega_before_limits,nearest_idx,lookahead_idx
3.333588,-0.491887,2.855120,-1.216436,0.050000,0.002634,-2.270334,-2.263727,-0.000615,1.000000,4.800000,0.950000,-1.216436,-1.216436,-1.268187,0.007221,0.000000,-0.000773,0.000000,0.002634,48,109
3.389290,-0.493434,2.854086,-1.734551,0.050000,-0.000044,-2.270334,-2.260822,0.002118,1.000000,4.800000,0.950000,-1.734551,-1.734551,-1.687914,0.007394,0.000000,0.001078,0.000000,-0.000044,48,109
3.444867,-0.495046,2.852552,-1.980567,0.050000,0.000091,-2.270334,-2.259519,0.003055,1.000000,4.800000,0.950000,-1.980567,-1.980567,-1.951302,0.007760,0.000000,0.001994,0.000000,0.000091,49,110
3.500466,-0.496423,2.850357,-1.620552,0.050000,0.001271,-2.270334,-2.261506,0.000992,1.000000,4.800000,0.950000,-1.620552,-1.620552,-1.653627,0.007836,0.000000,0.000494,0.000000,0.001271,50,111
3.555880,-0.497877,2.848684,-1.655877,0.059371,0.001043,-2.270334,-2.261352,0.001446,1.000000,4.800000,0.950000,-1.655877,-1.655877,-1.655652,0.007536,0.000000,0.000788,0.000000,0.001043,51,112
3.611414,-0.500213,2.846517,-2.047343,0.066891,0.000842,-2.270334,-2.259219,0.003880,1.000000,4.800000,0.950000,-2.047343,-2.047343,-2.008174,0.007235,0.000000,0.002766,0.000000,0.000842,52,113
3.666986,-0.502704,2.843700,-2.139592,0.073141,0.001964,-2.270334,-2.258670,0.004627,1.000000,4.800000,0.950000,-2.139592,-2.139592,-2.126450,0.007036,0.000000,0.003522,0.000000,0.001964,53,114
3.722553,-0.504270,2.840738,-1.431181,0.078379,0.003137,-2.270334,-2.262520,0.000636,1.000000,4.800000,0.950000,-1.431181,-1.431181,-1.500708,0.007178,0.000000,0.000385,0.000000,0.003137,54,115
3.778075,-0.505597,2.839145,-1.420479,0.082668,0.001713,-2.270334,-2.262617,0.000101,1.000000,4.800000,0.950000,-1.420479,-1.420479,-1.428502,0.007615,0.000000,-0.000378,0.000000,0.001713,55,116
3.833682,-0.507493,2.836511,-1.175345,0.086463,0.000155,-2.270334,-2.263941,-0.001502,1.000000,4.800000,0.950000,-1.175345,-1.175345,-1.200661,0.007895,0.000000,-0.001737,0.000000,0.000155,56,117
3.889292,-0.509888,2.834507,-1.717284,0.089879,-0.001311,-2.270334,-2.260989,0.001800,1.000000,4.800000,0.950000,-1.717284,-1.717284,-1.665621,0.007545,0.000000,0.000828,0.000000,-0.001311,57,118
3.944896,-0.512073,2.833057,-2.456088,0.092921,-0.000315,-2.270334,-2.257005,0.006332,1.000000,4.800000,0.950000,-2.456088,-2.456088,-2.377041,0.006997,0.000000,0.004762,0.000000,-0.000315,58,119
4.000352,-0.514368,2.830213,-2.381278,0.095918,0.002957,-2.270334,-2.257365,0.006293,1.000000,4.800000,0.950000,-2.381278,-2.381278,-2.380854,0.006676,0.000000,0.005086,0.000000,0.002957,59,120
4.055920,-0.516421,2.825689,-1.038645,0.099136,0.004916,-2.270334,-2.264714,-0.000851,1.000000,4.800000,0.950000,-1.038645,-1.038645,-1.172866,0.006471,0.000000,-0.000518,0.000000,0.004916,60,122
4.111428,-0.520244,2.821456,-1.238762,0.102760,0.002032,-2.270334,-2.263642,-0.000120,1.000000,4.800000,0.950000,-1.238762,-1.238762,-1.232173,0.006812,0.000000,-0.000557,0.000000,0.002032,62,124
4.166882,-0.524511,2.816817,-1.516302,0.106874,-0.000121,-2.270334,-2.262130,0.001014,1.000000,4.800000,0.950000,-1.516302,-1.516302,-1.487889,0.007190,0.000000,0.000311,0.000000,-0.000121,64,126
4.222627,-0.528369,2.813194,-2.135363,0.111170,-0.000303,-2.270334,-2.258827,0.003907,1.000000,4.800000,0.950000,-2.135363,-2.135363,-2.070616,0.007600,0.000000,0.002719,0.000000,-0.000303,66,128
4.278141,-0.530976,2.809157,-1.530930,0.115514,0.001493,-2.270334,-2.262004,0.000112,1.000000,4.800000,0.950000,-1.530930,-1.530930,-1.584899,0.008218,0.000000,-0.000199,0.000000,0.001493,68,129
4.333664,-0.534385,2.804952,-1.432015,0.120077,0.000839,-2.270334,-2.262567,-0.000759,1.000000,4.800000,0.950000,-1.432015,-1.432015,-1.447303,0.008525,0.000000,-0.001152,0.000000,0.000839,70,131
4.389065,-0.537851,2.799439,-0.534496,0.125083,-0.000495,-2.270334,-2.267428,-0.005072,1.000000,4.800000,0.950000,-0.534496,-0.534496,-0.625777,0.007977,0.000000,-0.004575,0.000000,-0.000495,72,133
4.444812,-0.541365,2.795536,-0.710314,0.130142,-0.003241,-2.270334,-2.266488,-0.003653,1.000000,4.800000,0.950000,-0.710314,-0.710314,-0.701861,0.007499,0.000000,-0.003755,0.000000,-0.003241,73,135
4.500352,-0.544739,2.791639,-0.782403,0.135224,-0.004111,-2.270334,-2.266117,-0.003741,1.000000,4.800000,0.950000,-0.782403,-0.782403,-0.774349,0.007958,0.000000,-0.003843,0.000000,-0.004111,75,137
4.555913,-0.548262,2.787543,-0.840747,0.140385,-0.004128,-2.270334,-2.265817,-0.004226,1.000000,4.800000,0.950000,-0.840747,-0.840747,-0.834108,0.008743,0.000000,-0.004302,0.000000,-0.004128,77,139
4.611453,-0.552180,2.783100,-0.978447,0.145724,-0.004237,-2.270334,-2.265079,-0.004033,1.000000,4.800000,0.950000,-0.978447,-0.978447,-0.964013,0.009288,0.000000,-0.004196,0.000000,-0.004237,79,141
4.666899,-0.556532,2.777585,-0.756722,0.151442,-0.004234,-2.270334,-2.266247,-0.004872,1.000000,4.800000,0.950000,-0.756722,-0.756722,-0.777451,0.008958,0.000000,-0.004779,0.000000,-0.004234,81,143
4.722422,-0.560947,2.773902,-1.763265,0.157083,-0.004562,-2.270334,-2.260830,0.002295,1.000000,4.800000,0.950000,-1.763265,-1.763265,-1.664684,0.007209,0.000000,0.001142,0.000000,-0.004562,83,145
4.778095,-0.567325,2.769036,-3.510994,0.163125,-0.001174,-2.270334,-2.251530,0.011514,1.000000,4.800000,0.950000,-3.510994,-3.510994,-3.326363,0.007290,0.000000,0.009041,0.000000,-0.001174,86,148
4.833696,-0.573832,2.761691,-3.760450,0.169797,0.005716,-2.270334,-2.250106,0.013374,1.000000,4.800000,0.929381,-3.760450,-3.760450,-3.717041,0.006853,0.000000,0.011473,0.000000,0.005716,89,151
4.889309,-0.579426,2.751992,-1.795524,0.177010,0.010616,-2.270334,-2.260725,0.002755,1.000000,4.800000,0.950000,-1.795524,-1.795524,-1.987675,0.006853,0.000000,0.003030,0.000000,0.010616,93,155
4.944781,-0.584068,2.747326,-2.343137,0.183631,0.007030,-2.270334,-2.257757,0.005495,1.000000,4.800000,0.950000,-2.343137,-2.343137,-2.307591,0.007082,0.000000,0.004349,0.000000,0.007030,95,157
5.000242,-0.589556,2.741791,-2.977960,0.189927,0.004677,-2.270334,-2.254455,0.008796,1.000000,4.800000,0.950000,-2.977960,-2.977960,-2.910923,0.007082,0.000000,0.007245,0.000000,0.004677,97,160
5.055861,-0.594904,2.737526,-4.323867,0.195705,0.005745,-2.270334,-2.247194,0.014254,1.000000,4.800000,0.885156,-4.323867,-4.323867,-4.182573,0.008886,0.000000,0.012211,0.000000,0.005745,100,162
5.111438,-0.602444,2.727450,-3.606056,0.200157,0.009881,-2.270334,-2.250976,0.010238,1.000000,4.800000,0.934448,-3.606056,-3.606056,-3.663708,0.009119,0.000000,0.009064,0.000000,0.009881,104,166
5.166997,-0.611234,2.716989,-3.595721,0.203497,0.010234,-2.270334,-2.251169,0.011032,1.000000,4.800000,0.940261,-3.595721,-3.595721,-3.602520,0.008133,0.000000,0.009645,0.000000,0.010234,108,171
5.222663,-0.618782,2.705158,-1.753634,0.206001,0.009949,-2.270334,-2.261040,0.002901,1.000000,4.800000,0.950000,-1.753634,-1.753634,-1.938523,0.006392,0.000000,0.003232,0.000000,0.009949,113,176
5.278140,-0.624152,2.700943,-3.148516,0.207880,0.005826,-2.270334,-2.253588,0.011760,1.000000,4.800000,0.950000,-3.148516,-3.148516,-3.027517,0.004986,0.000000,0.009796,0.000000,0.005826,115,178
5.333616,-0.630635,2.696934,-5.527973,0.209288,0.007374,-2.270334,-2.240743,0.024974,1.000000,4.800000,0.781097,-5.527973,-5.527973,-5.277927,0.004616,0.000000,0.021728,0.000000,0.007374,118,180
5.389258,-0.636644,2.688675,-4.807921,0.210345,0.016377,-2.270334,-2.244843,0.020621,1.000000,4.800000,0.821282,-4.807921,-4.807921,-4.854922,0.004870,0.000000,0.019304,0.000000,0.016377,121,184
5.444739,-0.643197,2.679401,-3.850239,0.211137,0.019985,-2.270334,-2.249993,0.014340,1.000000,4.800000,0.907183,-3.850239,-3.850239,-3.950707,0.006001,0.000000,0.013519,0.000000,0.019985,125,188
5.500183,-0.649882,2.672380,-4.444745,0.211732,0.016827,-2.270334,-2.246769,0.015624,1.000000,4.800000,0.864943,-4.444745,-4.444745,-4.395341,0.007941,0.000000,0.014229,0.000000,0.016827,128,191
5.555859,-0.657691,2.666925,-6.907696,0.212178,0.014604,-2.270334,-2.233681,0.026855,1.000000,4.800000,0.650136,-6.907696,-6.907696,-6.656461,0.009797,0.000000,0.025581,0.000000,0.014604,131,194
5.611418,-0.664031,2.659389,-6.906876,0.212512,0.020806,-2.270334,-2.233520,0.025919,1.000000,4.800000,0.628726,-6.906876,-6.906876,-6.881835,0.010894,0.000000,0.026183,0.000000,0.020806,134,197
5.667028,-0.673479,2.648514,-7.133719,0.212763,0.025334,-2.270334,-2.232433,0.027149,1.000000,4.800000,0.607190,-7.133719,-7.133719,-7.108531,0.010752,0.000000,0.027592,0.000000,0.025334,139,202
5.722468,-0.683768,2.637098,-7.655808,0.212951,0.027623,-2.270334,-2.229584,0.029316,1.000000,4.800000,0.560397,-7.655808,-7.655808,-7.601080,0.011434,0.000000,0.030077,0.000000,0.027623,144,207
5.778207,-0.692622,2.623581,-5.727590,0.213092,0.028000,-2.270334,-2.239670,0.018437,1.000000,4.800000,0.720581,-5.727590,-5.727590,-5.914939,0.012227,0.000000,0.019581,0.000000,0.029582,150,212
5.833620,-0.698922,2.615897,-5.599835,0.213198,0.023926,-2.270334,-2.240681,0.016835,1.000000,4.800000,0.747522,-5.599835,-5.599835,-5.631345,0.012818,0.000000,0.017449,0.000000,0.023926,153,216
5.889091,-0.705456,2.606568,-4.592432,0.213277,0.018860,-2.270334,-2.245707,0.010724,1.000000,4.800000,0.836349,-4.592432,-4.592432,-4.696323,0.013902,0.000000,0.010915,0.000000,0.018860,157,219
5.944846,-0.712365,2.598150,-4.458799,0.213336,0.012999,-2.270334,-2.246565,0.008032,1.000000,4.800000,0.856658,-4.458799,-4.458799,-4.482552,0.015736,0.000000,0.008036,0.000000,0.012999,160,223
6.000254,-0.719015,2.587644,-2.783237,0.213381,0.008804,-2.270334,-2.255470,-0.002833,1.000000,4.800000,0.950000,-2.783237,-2.783237,-2.953169,0.017696,0.000000,-0.002636,0.000000,0.008804,165,227
6.055799,-0.725492,2.580673,-3.250822,0.213414,0.001039,-2.270334,-2.252926,-0.000947,1.000000,4.800000,0.950000,-3.250822,-3.250822,-3.221056,0.018354,0.000000,-0.001975,0.000000,0.001039,168,230
6.111446,-0.733754,2.570453,-2.991193,0.213440,-0.002382,-2.270334,-2.254474,-0.003303,1.000000,4.800000,0.950000,-2.991193,-2.991193,-3.014179,0.019163,0.000000,-0.003736,0.000000,-0.002382,172,235
6.167019,-0.743014,2.558769,-2.553882,0.213458,-0.003902,-2.270334,-2.256800,-0.007244,1.000000,4.800000,0.950000,-2.553882,-2.553882,-2.599912,0.020778,0.000000,-0.007260,0.000000,-0.003902,177,240
6.222469,-0.752486,2.547841,-2.765045,0.213473,-0.006241,-2.270334,-2.255723,-0.007500,1.000000,4.800000,0.950000,-2.765045,-2.765045,-2.748531,0.022112,0.000000,-0.007813,0.000000,-0.006241,182,245
6.278203,-0.759559,2.539730,-2.954480,0.213483,-0.007676,-2.270334,-2.254575,-0.006273,1.000000,4.800000,0.950000,-2.954480,-2.954480,-2.933885,0.022031,0.000000,-0.006847,0.000000,-0.007676,186,248
6.333531,-0.766727,2.531416,-3.085750,0.213491,-0.007466,-2.270334,-2.253965,-0.004423,1.000000,4.800000,0.950000,-3.085750,-3.085750,-3.070564,0.020792,0.000000,-0.005014,0.000000,-0.007466,189,252
6.389268,-0.773527,2.523223,-3.014002,0.213497,-0.005940,-2.270334,-2.254204,-0.004058,1.000000,4.800000,0.950000,-3.014002,-3.014002,-3.019658,0.020188,0.000000,-0.004684,0.000000,-0.005940,193,255
6.444865,-0.780358,2.515372,-3.185097,0.213501,-0.004866,-2.270334,-2.253433,-0.002777,1.000000,4.800000,0.950000,-3.185097,-3.185097,-3.168553,0.019678,0.000000,-0.003485,0.000000,-0.004866,196,259
6.500235,-0.786899,2.507704,-3.253651,0.213505,-0.003814,-2.270334,-2.252970,-0.001225,1.000000,4.800000,0.950000,-3.253651,-3.253651,-3.245141,0.018589,0.000000,-0.002083,0.000000,-0.003814,200,262
6.555960,-0.793003,2.499215,-2.458293,0.213507,-0.002549,-2.270334,-2.257323,-0.003771,1.000000,4.800000,0.950000,-2.458293,-2.458293,-2.536978,0.016781,0.000000,-0.003765,0.000000,-0.002549,203,266
6.611389,-0.799509,2.494046,-4.107569,0.213509,-0.003028,-2.270334,-2.248347,0.006214,1.000000,4.800000,0.907202,-4.107569,-4.107569,-3.950510,0.015773,0.000000,0.004653,0.000000,-0.003028,206,268
6.667009,-0.808995,2.483411,-4.518397,0.213511,0.001515,-2.270334,-2.246246,0.007530,1.000000,4.800000,0.858647,-4.518397,-4.518397,-4.461608,0.016557,0.000000,0.007199,0.000000,0.001515,210,273
6.722471,-0.819046,2.469828,-3.462844,0.213512,0.005879,-2.270334,-2.251983,0.001558,1.000000,4.800000,0.944042,-3.462844,-3.462844,-3.562720,0.016792,0.000000,0.001248,0.000000,0.005879,216,279
6.778076,-0.828270,2.458484,-3.216929,0.213513,0.003978,-2.270334,-2.253320,-0.000716,1.000000,4.800000,0.950000,-3.216929,-3.216929,-3.251508,0.017729,0.000000,-0.001235,0.000000,0.003978,221,284
6.833641,-0.834318,2.452197,-3.797038,0.213513,0.000432,-2.270334,-2.250284,0.002906,1.000000,4.800000,0.926964,-3.797038,-3.797038,-3.742485,0.017144,0.000000,0.002072,0.000000,0.000432,224,287
6.889078,-0.841125,2.445837,-4.909767,0.213514,0.000697,-2.270334,-2.244377,0.010301,1.000000,4.800000,0.827161,-4.909767,-4.909767,-4.793039,0.015656,0.000000,0.010057,0.000000,0.000697,227,290
6.944770,-0.846701,2.435873,-2.760435,0.213514,0.006416,-2.270334,-2.255565,0.000168,1.000000,4.800000,0.950000,-2.760435,-2.760435,-2.963696,0.014601,0.000000,0.000355,0.000000,0.006416,231,293
7.000323,-0.853957,2.429305,-4.083898,0.213514,0.003907,-2.270334,-2.248752,0.007639,1.000000,4.800000,0.905172,-4.083898,-4.083898,-3.971878,0.013943,0.000000,0.006445,0.000000,0.003907,234,297
