batch_id,path_slot,timestamp,samples,path_length_m,p50_mm,p90_mm,p95_mm,max_mm,mean_mm,target_p90_mm,pass_p90_lt_5mm,lookahead_m,lookahead_time_s,pos_sg_window,k1_direct,k2_direct,follow_max_w,follow_max_accel,ey_alpha,ey_rate_factor,integral_enabled,walk_max,work_max
1772302648399,5,10134,202,1.848000,3.432811,5.472011,6.804659,8.227579,3.399514,5.000000,0,0.180000,0.030000,5,4.800000,0.950000,0.028000,1.600000,0.900000,0.220000,0,0.250000,0.250000
